Time (s),Value
0.003815889358520508,156.0
0.009316444396972656,156.0
0.015347719192504883,156.0
0.02137470245361328,156.0
0.027373790740966797,156.0
0.03339028358459473,156.0
0.03939175605773926,156.0
0.04540419578552246,156.0
0.05141091346740723,156.0
0.057413578033447266,156.0
0.06342220306396484,156.0
0.06942319869995117,156.0
0.07543230056762695,156.0
0.08145856857299805,156.0
0.08746480941772461,156.0
0.09349346160888672,156.0
0.0989997386932373,156.0
0.10551905632019043,156.0
0.11155223846435547,156.0
0.11755800247192383,156.0
0.12357926368713379,156.0
0.12908077239990234,156.0
0.13560724258422852,156.0
0.14162421226501465,156.0
0.1476273536682129,156.0
0.15364933013916016,156.0
0.15915322303771973,156.0
0.16567730903625488,156.0
0.17170929908752441,156.0
0.17770791053771973,156.0
0.1837308406829834,156.0
0.18923354148864746,156.0
0.19532275199890137,156.0
0.201401948928833,156.0
0.20740222930908203,156.0
0.2134099006652832,156.0
0.21941041946411133,156.0
0.22542285919189453,156.0
0.23145413398742676,156.0
0.2374560832977295,156.0
0.24347805976867676,156.0
0.248978853225708,156.0
0.2555124759674072,156.0
0.26153111457824707,156.0
0.267531156539917,156.0
0.2735574245452881,156.0
0.27905845642089844,156.0
0.28558778762817383,156.0
0.29161834716796875,156.0
0.2977006435394287,156.0
0.30373263359069824,156.0
0.3092312812805176,156.0
0.31575894355773926,156.0
0.32178354263305664,156.0
0.32778429985046387,156.0
0.3338148593902588,156.0
0.33931565284729004,156.0
0.3459017276763916,156.0
0.3519093990325928,156.0
0.3579103946685791,156.0
0.3639230728149414,156.0
0.3689236640930176,156.0
0.3759472370147705,156.0
0.3814854621887207,156.0
0.38748717308044434,156.0
0.39351320266723633,156.0
0.3990185260772705,156.0
0.405545711517334,156.0
0.41156625747680664,156.0
0.41756582260131836,156.0
0.4235961437225342,156.0
0.4290940761566162,156.0
0.43561458587646484,156.0
0.4416463375091553,156.0
0.44764208793640137,156.0
0.45366740226745605,156.0
0.4591681957244873,156.0
0.4656853675842285,156.0
0.4717137813568115,156.0
0.4777102470397949,156.0
0.4837942123413086,156.0
0.48929548263549805,156.0
0.4958319664001465,156.0
0.5018720626831055,156.0
0.5078697204589844,156.0
0.5138883590698242,156.0
0.5193896293640137,156.0
0.5259013175964355,156.0
0.5319149494171143,156.0
0.5379161834716797,156.0
0.5439229011535645,156.0
0.549929141998291,156.0
0.5559554100036621,156.0
0.5619826316833496,156.0
0.5679824352264404,156.0
0.5740134716033936,156.0
0.5800166130065918,156.0
0.5860404968261719,156.0
0.592066764831543,156.0
0.5980803966522217,156.0
0.6041107177734375,156.0
0.6101176738739014,156.0
0.6161363124847412,156.0
0.6217401027679443,156.0
0.6277413368225098,156.0
0.6337666511535645,156.0
0.6392676830291748,156.0
0.6457967758178711,156.0
0.6518692970275879,156.0
0.6578671932220459,156.0
0.6638777256011963,156.0
0.6693775653839111,156.0
0.6758887767791748,156.0
0.6820359230041504,156.0
0.6879019737243652,156.0
0.6939165592193604,156.0
0.6999280452728271,156.0
0.7059521675109863,156.0
0.7119808197021484,156.0
0.7179784774780273,156.0
0.7240078449249268,155.0
0.7300143241882324,155.0
0.7360329627990723,155.0
0.7420508861541748,155.0
0.748049259185791,155.0
0.7540688514709473,155.0
0.760141134262085,155.0
0.7661542892456055,155.0
0.7723062038421631,155.0
0.7781805992126465,155.0
0.7842099666595459,155.0
0.7902135848999023,155.0
0.7962982654571533,155.0
0.8023178577423096,155.0
0.8083186149597168,155.0
0.8143405914306641,156.0
0.8203463554382324,156.0
0.8263700008392334,156.0
0.8323793411254883,156.0
0.8383805751800537,156.0
0.8443901538848877,156.0
0.8503940105438232,156.0
0.8564040660858154,156.0
0.8624424934387207,156.0
0.8684425354003906,156.0
0.8744699954986572,156.0
0.8799777030944824,156.0
0.8864922523498535,156.0
0.8925216197967529,156.0
0.8985331058502197,156.0
0.9041450023651123,156.0
0.9101526737213135,155.0
0.9166748523712158,156.0
0.9226968288421631,156.0
0.9286985397338867,156.0
0.9347884654998779,156.0
0.9402964115142822,156.0
0.946317195892334,156.0
0.9523391723632812,156.0
0.9553365707397461,156.0
0.9613549709320068,156.0
0.9673612117767334,156.0
0.9733705520629883,156.0
0.9793715476989746,156.0
0.9853854179382324,155.0
0.9913947582244873,156.0
0.9974832534790039,156.0
1.0035061836242676,156.0
1.0090069770812988,156.0
1.0155930519104004,156.0
1.021622657775879,156.0
1.027622938156128,156.0
1.033646583557129,156.0
1.0391478538513184,156.0
1.045741081237793,156.0
1.0517652034759521,156.0
1.0577669143676758,157.0
1.063297986984253,157.0
1.0692996978759766,157.0
1.0753331184387207,157.0
1.081347942352295,158.0
1.0873527526855469,158.0
1.0928642749786377,158.0
1.0993742942810059,158.0
1.1053829193115234,158.0
1.1113929748535156,158.0
1.1173932552337646,158.0
1.123406171798706,159.0
1.129406213760376,160.0
1.1354167461395264,160.0
1.141418218612671,161.0
1.147416591644287,161.0
1.1535093784332275,163.0
1.1590099334716797,165.0
1.165534257888794,166.0
1.1715648174285889,166.0
1.1775646209716797,167.0
1.1836552619934082,167.0
1.1891565322875977,167.0
1.1956803798675537,167.0
1.2017085552215576,166.0
1.2077131271362305,167.0
1.2137401103973389,167.0
1.2192401885986328,167.0
1.2257719039916992,167.0
1.2317967414855957,167.0
1.2377967834472656,167.0
1.2438223361968994,167.0
1.2493228912353516,168.0
1.2558555603027344,169.0
1.2618696689605713,170.0
1.2678697109222412,170.0
1.2738842964172363,170.0
1.2793827056884766,169.0
1.285895586013794,169.0
1.291907548904419,169.0
