Time (s),Value
0.005034208297729492,187.0
0.011031627655029297,187.0
0.0170440673828125,187.0
0.02304244041442871,187.0
0.029055356979370117,186.0
0.03506588935852051,187.0
0.04107093811035156,187.0
0.0471043586730957,187.0
0.05260348320007324,187.0
0.059126853942871094,187.0
0.06521010398864746,187.0
0.07121086120605469,187.0
0.07723021507263184,186.0
0.08273172378540039,187.0
0.08926987648010254,187.0
0.0952901840209961,186.0
0.10130095481872559,187.0
0.10733294486999512,186.0
0.11283397674560547,187.0
0.11935544013977051,187.0
0.12487292289733887,187.0
0.1313791275024414,187.0
0.1369035243988037,187.0
0.14290380477905273,187.0
0.14892792701721191,187.0
0.15495753288269043,186.0
0.1609632968902588,187.0
0.16700029373168945,187.0
0.17299985885620117,187.0
0.17907118797302246,187.0
0.18509721755981445,186.0
0.19109821319580078,187.0
0.19712471961975098,187.0
0.2026352882385254,187.0
0.20916032791137695,187.0
0.21518373489379883,187.0
0.22118377685546875,187.0
0.22721362113952637,187.0
0.2327127456665039,187.0
0.23923659324645996,187.0
0.24525833129882812,187.0
0.25125718116760254,187.0
0.257291316986084,187.0
0.26279211044311523,187.0
0.2693188190460205,187.0
0.27533912658691406,187.0
0.281339168548584,186.0
0.2873718738555908,187.0
0.29287266731262207,187.0
0.2994723320007324,187.0
0.3054962158203125,187.0
0.3114962577819824,187.0
0.31708216667175293,187.0
0.32308030128479004,187.0
0.3290903568267822,187.0
0.33511877059936523,187.0
0.3411240577697754,187.0
0.34714365005493164,187.0
0.3526432514190674,187.0
0.3591651916503906,187.0
0.3651852607727051,187.0
0.3711843490600586,187.0
0.3772087097167969,186.0
0.3827085494995117,187.0
0.38923192024230957,187.0
0.3952484130859375,187.0
0.4012613296508789,187.0
0.4077870845794678,187.0
0.41278696060180664,187.0
0.41931676864624023,187.0
0.42539525032043457,187.0
0.431396484375,187.0
0.4374246597290039,187.0
0.44292163848876953,187.0
0.4494469165802002,187.0
0.4555366039276123,187.0
0.4615354537963867,187.0
0.4675436019897461,187.0
0.47304320335388184,187.0
0.47955942153930664,187.0
0.485565185546875,186.0
0.49156928062438965,186.0
0.4975764751434326,187.0
0.5030889511108398,187.0
0.5095973014831543,187.0
0.5156207084655762,187.0
0.5216221809387207,186.0
0.5276446342468262,187.0
0.5336487293243408,186.0
0.5396749973297119,187.0
0.5456995964050293,187.0
0.5517001152038574,187.0
0.5582354068756104,187.0
0.5638308525085449,187.0
0.5698437690734863,187.0
0.5758790969848633,187.0
0.581878662109375,187.0
0.5879061222076416,187.0
0.5939085483551025,187.0
0.6000280380249023,185.0
0.6060457229614258,185.0
0.6120462417602539,185.0
0.6180603504180908,185.0
0.6240630149841309,185.0
0.630068302154541,185.0
0.6355781555175781,185.0
0.641578197479248,185.0
